texture_mean,area_mean,smoothness_mean,compactness_mean,concavity_mean,symmetry_mean,fractal_dimension_mean
-0.23236836702155084,-0.578769469621979,-0.29058356148360076,-0.3691002765892847,-0.7452324708908142,-1.3510243750920992,0.21524332703688429
-0.7359347748306411,-0.3554944666747014,0.47531983816242207,-0.3428670950578595,-0.17301655384474784,-0.15926579756963669,0.5627272029210326
0.9000297241710292,0.08837929774616979,0.7377789470753892,0.5558067522615383,1.3242140410812828,0.7188721016574418,-0.3489509230545813
1.2683096343597664,0.2141626470092767,-0.38045592302046577,-0.17722329167371706,-0.7123728967720836,-0.360879090759526,-0.5656612972618998
-0.19729408986071856,-0.46292644583255244,1.0400045876418362,1.0055184356574,0.15593251609652287,-0.5580120885451972,1.280113269262502
0.7797750596196047,1.2296051261667569,0.21763271304787177,-0.08003560009538897,0.34037012566617175,0.45453467280847487,-1.0999644612558042
0.40648453840789084,1.7025352265876168,0.9763781369962687,0.7906561869238216,1.5114782806826506,0.42317260497893605,-0.4255468311795818
-0.09457656388971103,1.6604800034297391,-0.6874535473853308,-0.21170118740073296,0.18278550139785096,-0.6476179966295931,-1.3895343578259283
-1.0340661306977141,-0.8735383519376482,-1.3610985935952795,-1.1361085366033385,-0.7812720037952284,-1.0329234013924946,0.08446982536005573
-0.8937690220543855,-0.7909571864639976,0.14843894797081708,-0.6061982696685475,-0.6415304816021322,-0.14134461595275702,-0.5675294901429967
-1.084172240927474,-0.6017086822535485,0.6821058027605168,-0.05580113715683421,-0.09581422110342912,-0.40568204480172393,-0.23499115730762954
-1.6879508691960843,-1.0899315910954546,0.43237198397666277,-0.44305286452549325,-0.9206601972343598,0.15435488072574866,0.7476782981496931
-0.7359347748306411,-0.7588422887798003,1.1354442636101874,0.5907843276367719,-0.006598710727305793,0.5396602854886501,0.2824982707563993
-0.5304997228886242,-1.4236971348847922,0.7457322534060854,-0.4715346044738979,-1.2603857941715582,0.9832095305064099,1.7359523322503088
0.864955447010197,0.3972940278513072,-0.3144434804756894,0.3009701316705497,-0.3108147678910374,-0.1727066837822958,0.27689369211310616
1.2056769965725662,-0.06378414604324166,-1.1209087424082613,-0.6266851352454701,-0.4305932154851198,0.0333869048118153,-1.3820615863015382
